id,intakereason,breedname,speciesname,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
69497,Stray,Husky,Dog,Male,Reclaimed,04/19/2021,04/19/2021,Adult,Adult,4,19,2021,4,19,2021
69497,Stray,Husky,Dog,Male,Reclaimed,04/19/2021,09/30/2021,Adult,Adult,9,30,2021,4,19,2021
69497,Stray,Husky,Dog,Male,Reclaimed,04/19/2021,11/02/2021,Adult,Adult,11,2,2021,4,19,2021
69498,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Female,Released To Wild,04/19/2021,04/21/2021,Adolescent,Adolescent,4,21,2021,4,19,2021
69499,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Female,Foster,04/20/2021,04/28/2021,Adolescent,Adolescent,4,28,2021,4,20,2021
69499,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Female,Adoption,04/20/2021,08/07/2021,Adolescent,Adolescent,8,7,2021,4,20,2021
69502,Stray,Domestic Short Hair,Cat,Male,Adoption,04/20/2021,05/03/2021,Adolescent,Adolescent,5,3,2021,4,20,2021
69503,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Male,Adoption,04/20/2021,04/25/2021,Adolescent,Adolescent,4,25,2021,4,20,2021
69504,Stray,Domestic Short Hair,Cat,Female,Foster,04/20/2021,04/23/2021,Adolescent,Adolescent,4,23,2021,4,20,2021
69504,Stray,Domestic Short Hair,Cat,Female,Foster,04/20/2021,06/02/2021,Adolescent,Adolescent,6,2,2021,4,20,2021
69504,Stray,Domestic Short Hair,Cat,Female,Adoption,04/20/2021,06/08/2021,Adolescent,Adolescent,6,8,2021,4,20,2021
69505,Stray,Domestic Short Hair,Cat,Male,Foster,04/20/2021,04/23/2021,Adolescent,Adolescent,4,23,2021,4,20,2021
69505,Stray,Domestic Short Hair,Cat,Male,Foster,04/20/2021,06/02/2021,Adolescent,Adolescent,6,2,2021,4,20,2021
69505,Stray,Domestic Short Hair,Cat,Male,Adoption,04/20/2021,06/12/2021,Adolescent,Adolescent,6,12,2021,4,20,2021
69506,Stray,Domestic Short Hair,Cat,Female,Foster,04/20/2021,04/23/2021,Adolescent,Adolescent,4,23,2021,4,20,2021
69506,Stray,Domestic Short Hair,Cat,Female,Foster,04/20/2021,06/02/2021,Adolescent,Adolescent,6,2,2021,4,20,2021
69506,Stray,Domestic Short Hair,Cat,Female,Adoption,04/20/2021,06/13/2021,Adolescent,Adolescent,6,13,2021,4,20,2021
69509,Police Assist,Bully Breed Mix,Dog,Male,Reclaimed,04/21/2021,04/21/2021,Adolescent,Adolescent,4,21,2021,4,21,2021
69510,Stray,Redbone Coonhound/Mix,Dog,Female,Adoption,04/21/2021,05/06/2021,Adolescent,Adolescent,5,6,2021,4,21,2021
69514,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,04/22/2021,04/22/2021,Adolescent,Adolescent,4,22,2021,4,22,2021
69514,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,04/22/2021,07/06/2021,Adolescent,Adolescent,7,6,2021,4,22,2021
69514,Born in Shelter,Domestic Short Hair,Cat,Female,Adoption,04/22/2021,08/03/2021,Adolescent,Adolescent,8,3,2021,4,22,2021
69515,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,04/22/2021,04/22/2021,Adolescent,Adolescent,4,22,2021,4,22,2021
69515,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,04/22/2021,07/06/2021,Adolescent,Adolescent,7,6,2021,4,22,2021
69515,Born in Shelter,Domestic Short Hair,Cat,Male,Adoption,04/22/2021,08/03/2021,Adolescent,Adolescent,8,3,2021,4,22,2021
69516,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,04/22/2021,04/22/2021,Adolescent,Adolescent,4,22,2021,4,22,2021
69516,Born in Shelter,Domestic Short Hair,Cat,Male,Adoption,04/22/2021,07/11/2021,Adolescent,Adolescent,7,11,2021,4,22,2021
69517,Biting,Bully Breed Mix,Dog,Male,Reclaimed,04/22/2021,05/02/2021,Adult,Adult,5,2,2021,4,22,2021
69518,Stray,Shih Tzu,Dog,Male,Adoption,04/22/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,22,2021
69522,Stray,Beagle/Chihuahua,Dog,Male,Adoption,04/23/2021,05/12/2021,Adult,Adult,5,12,2021,4,23,2021
69523,Stray,Yorkshire Terrier,Dog,Male,Reclaimed,04/23/2021,04/24/2021,Senior,Geriatric,4,24,2021,4,23,2021
69525,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69525,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69525,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69525,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/25/2021,Adolescent,Adolescent,6,25,2021,4,24,2021
69526,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69526,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,06/09/2021,Adolescent,Adolescent,6,9,2021,4,24,2021
69527,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69527,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/13/2021,Adolescent,Adolescent,6,13,2021,4,24,2021
69527,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/25/2021,Adolescent,Adolescent,6,25,2021,4,24,2021
69528,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69528,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69528,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69528,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/16/2021,Adolescent,Adolescent,6,16,2021,4,24,2021
69529,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69529,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,06/08/2021,Adolescent,Adolescent,6,8,2021,4,24,2021
69530,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69530,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69530,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,24,2021
69530,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/19/2021,Adolescent,Adolescent,6,19,2021,4,24,2021
69530,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,07/10/2021,Adolescent,Adolescent,7,10,2021,4,24,2021
69531,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69531,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/08/2021,Adolescent,Adolescent,6,8,2021,4,24,2021
69532,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69532,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,05/30/2021,Adolescent,Adolescent,5,30,2021,4,24,2021
69533,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69533,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,05/29/2021,Adolescent,Adolescent,5,29,2021,4,24,2021
69534,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69534,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,05/30/2021,Adolescent,Adolescent,5,30,2021,4,24,2021
69535,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69535,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,05/27/2021,Adolescent,Adolescent,5,27,2021,4,24,2021
69535,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/06/2021,Adolescent,Adolescent,6,6,2021,4,24,2021
69535,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,10/15/2021,Adolescent,Adolescent,10,15,2021,4,24,2021
69536,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69536,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,05/27/2021,Adolescent,Adolescent,5,27,2021,4,24,2021
69536,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,06/12/2021,Adolescent,Adolescent,6,12,2021,4,24,2021
69537,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Foster,04/24/2021,04/24/2021,Adolescent,Adolescent,4,24,2021,4,24,2021
69537,Transfer from Other Shelter,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,06/01/2021,Adolescent,Adolescent,6,1,2021,4,24,2021
69538,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Foster,04/24/2021,04/24/2021,Adult,Adult,4,24,2021,4,24,2021
69538,Transfer from Other Shelter,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,06/05/2021,Adult,Adult,6,5,2021,4,24,2021
69541,Incompatible with other pets,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,05/03/2021,Adolescent,Adolescent,5,3,2021,4,24,2021
69542,Incompatible with other pets,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,05/02/2021,Adolescent,Adolescent,5,2,2021,4,24,2021
69543,Incompatible with other pets,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,24,2021
69544,Incompatible with other pets,Domestic Short Hair,Cat,Female,Adoption,04/24/2021,05/02/2021,Adolescent,Adolescent,5,2,2021,4,24,2021
69545,Incompatible with other pets,Domestic Short Hair,Cat,Male,Adoption,04/24/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,24,2021
69546,Police Assist,Domestic Long Hair,Cat,Female,Foster,04/25/2021,05/07/2021,Senior,Geriatric,5,7,2021,4,25,2021
69546,Police Assist,Domestic Long Hair,Cat,Female,Foster,04/25/2021,08/15/2021,Senior,Geriatric,8,15,2021,4,25,2021
69546,Police Assist,Domestic Long Hair,Cat,Female,Adoption,04/25/2021,10/26/2021,Senior,Geriatric,10,26,2021,4,25,2021
69550,Stray,Domestic Short Hair,Cat,Female,Adoption,04/26/2021,05/07/2021,Adolescent,Adolescent,5,7,2021,4,26,2021
69551,Incompatible with owner lifestyle,Beagle/Collie,Dog,Female,Adoption,04/26/2021,05/22/2021,Mature,Mature,5,22,2021,4,26,2021
69551,Incompatible with owner lifestyle,Beagle/Collie,Dog,Female,Adoption,04/26/2021,11/09/2021,Mature,Mature,11,9,2021,4,26,2021
69551,Incompatible with owner lifestyle,Beagle/Collie,Dog,Female,Adoption,04/26/2021,11/19/2021,Mature,Mature,11,19,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Foster,04/26/2021,04/27/2021,Adolescent,Adolescent,4,27,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Foster,04/26/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Foster,04/26/2021,07/08/2021,Adolescent,Adolescent,7,8,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Adoption,04/26/2021,07/09/2021,Adolescent,Adolescent,7,9,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Foster,04/26/2021,07/11/2021,Adolescent,Adolescent,7,11,2021,4,26,2021
69552,Stray,Hound/Shar Pei,Dog,Female,Adoption,04/26/2021,07/17/2021,Adolescent,Adolescent,7,17,2021,4,26,2021
69553,Incompatible with owner lifestyle,Bully Breed Mix,Dog,Male,Reclaimed,04/26/2021,04/28/2021,Adolescent,Adolescent,4,28,2021,4,26,2021
69553,Incompatible with owner lifestyle,Bully Breed Mix,Dog,Male,Adoption,04/26/2021,09/14/2021,Adolescent,Adolescent,9,14,2021,4,26,2021
69554,Incompatible with owner lifestyle,Chihuahua/Mix,Dog,Male,Reclaimed,04/26/2021,04/27/2021,Adult,Mature,4,27,2021,4,26,2021
69557,Stray,Bully Breed Mix,Dog,Male,Reclaimed,04/26/2021,04/27/2021,Adult,Adult,4,27,2021,4,26,2021
69558,Stray,Hound,Dog,Male,Adoption,04/26/2021,05/24/2021,Adolescent,Adolescent,5,24,2021,4,26,2021
69562,Incompatible with owner lifestyle,Beagle/Hound,Dog,Female,Adoption,04/27/2021,05/04/2021,Adolescent,Adolescent,5,4,2021,4,27,2021
69563,Stray,Domestic Long Hair,Cat,Male,Adoption,04/27/2021,05/07/2021,Adolescent,Adolescent,5,7,2021,4,27,2021
69566,Rabies Monitoring,German Shepherd Dog,Dog,Male,Reclaimed,04/28/2021,05/07/2021,Adult,Adult,5,7,2021,4,28,2021
69567,Abandoned,Domestic Short Hair,Cat,Female,Adoption,04/28/2021,05/11/2021,Adolescent,Adolescent,5,11,2021,4,28,2021
69568,Stray,Sheltie/Mix,Dog,Female,Adoption,04/29/2021,05/13/2021,Senior,Senior,5,13,2021,4,29,2021
69569,Incompatible with owner lifestyle,Patterdale Terrier (Fell Terrier)/Bully Breed Mix,Dog,Male,Adoption,04/29/2021,05/22/2021,Adult,Adult,5,22,2021,4,29,2021
69570,Stray,Domestic Short Hair,Cat,Female,Adoption,04/29/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,4,29,2021
69572,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Foster,04/30/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,30,2021
69572,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,04/30/2021,07/21/2021,Adolescent,Adolescent,7,21,2021,4,30,2021
69573,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Foster,04/30/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,30,2021
69573,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,04/30/2021,07/21/2021,Adolescent,Adolescent,7,21,2021,4,30,2021
69575,Stray,Domestic Long Hair,Cat,Female,Adoption,04/30/2021,05/19/2021,Adult,Adult,5,19,2021,4,30,2021
69576,Stray,Labrador Retriever/Mix,Dog,Female,Reclaimed,04/30/2021,04/30/2021,Mature,Mature,4,30,2021,4,30,2021
69578,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,05/07/2021,Adolescent,Adolescent,5,7,2021,4,30,2021
69579,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Female,Adoption,04/30/2021,06/03/2021,Adolescent,Adolescent,6,3,2021,4,30,2021
69579,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Female,Adoption,04/30/2021,06/08/2021,Adolescent,Adolescent,6,8,2021,4,30,2021
69580,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,06/05/2021,Adolescent,Adolescent,6,5,2021,4,30,2021
69581,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,05/20/2021,Adolescent,Adolescent,5,20,2021,4,30,2021
69582,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,05/17/2021,Adolescent,Adolescent,5,17,2021,4,30,2021
69582,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,06/10/2021,Adolescent,Adolescent,6,10,2021,4,30,2021
69583,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Foster,04/30/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,30,2021
69583,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Male,Adoption,04/30/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,4,30,2021
69584,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Female,Foster,04/30/2021,05/01/2021,Adolescent,Adolescent,5,1,2021,4,30,2021
69584,Marriage/Relationship split,Cane Corso Mastiff/Bully Breed Mix,Dog,Female,Adoption,04/30/2021,05/15/2021,Adolescent,Adolescent,5,15,2021,4,30,2021
69586,Police Assist,Bully Breed Mix,Dog,Female,Reclaimed,04/30/2021,05/06/2021,Adolescent,Adolescent,5,6,2021,4,30,2021
69587,Police Assist,Bully Breed Mix,Dog,Male,Reclaimed,04/30/2021,05/06/2021,Adolescent,Adolescent,5,6,2021,4,30,2021
69594,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69594,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69594,Born in Shelter,Hound/Beagle,Dog,Male,Adoption,04/30/2021,06/29/2021,Adolescent,Adolescent,6,29,2021,4,30,2021
69595,Born in Shelter,Hound/Beagle,Dog,Female,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69595,Born in Shelter,Hound/Beagle,Dog,Female,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69595,Born in Shelter,Hound/Beagle,Dog,Female,Adoption,04/30/2021,07/01/2021,Adolescent,Adolescent,7,1,2021,4,30,2021
69596,Born in Shelter,Hound/Beagle,Dog,Female,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69596,Born in Shelter,Hound/Beagle,Dog,Female,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69596,Born in Shelter,Hound/Beagle,Dog,Female,Adoption,04/30/2021,06/29/2021,Adolescent,Adolescent,6,29,2021,4,30,2021
69597,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69597,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69597,Born in Shelter,Hound/Beagle,Dog,Male,Adoption,04/30/2021,07/06/2021,Adolescent,Adolescent,7,6,2021,4,30,2021
69598,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69598,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69598,Born in Shelter,Hound/Beagle,Dog,Male,Adoption,04/30/2021,07/08/2021,Adolescent,Adolescent,7,8,2021,4,30,2021
69599,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,04/30/2021,Adolescent,Adolescent,4,30,2021,4,30,2021
69599,Born in Shelter,Hound/Beagle,Dog,Male,Foster,04/30/2021,06/11/2021,Adolescent,Adolescent,6,11,2021,4,30,2021
69599,Born in Shelter,Hound/Beagle,Dog,Male,Adoption,04/30/2021,06/29/2021,Adolescent,Adolescent,6,29,2021,4,30,2021
69599,Born in Shelter,Hound/Beagle,Dog,Male,Adoption,04/30/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,4,30,2021
69600,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,05/01/2021,05/14/2021,Adult,Adult,5,14,2021,5,1,2021
69601,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Male,Adoption,05/01/2021,05/14/2021,Adult,Adult,5,14,2021,5,1,2021
69602,Stray,Domestic Short Hair,Cat,Male,Adoption,05/01/2021,05/14/2021,Adult,Adult,5,14,2021,5,1,2021
69603,Moving,Border Collie/Hound,Dog,Female,Adoption,05/01/2021,05/25/2021,Adolescent,Adolescent,5,25,2021,5,1,2021
69603,Moving,Border Collie/Hound,Dog,Female,Reclaimed,05/01/2021,08/05/2021,Adolescent,Adolescent,8,5,2021,5,1,2021
69604,Moving,Border Collie/Golden Retriever,Dog,Male,Adoption,05/01/2021,06/13/2021,Adolescent,Adolescent,6,13,2021,5,1,2021
69605,Moving,Domestic Short Hair,Cat,Male,Adoption,05/01/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,1,2021
69607,Police Assist,Domestic Medium Hair,Cat,Female,Adoption,05/03/2021,05/23/2021,Adolescent,Adolescent,5,23,2021,5,3,2021
69608,Police Assist,Pug,Dog,Male,Foster,05/03/2021,05/20/2021,Senior,Senior,5,20,2021,5,3,2021
69608,Police Assist,Pug,Dog,Male,Adoption,05/03/2021,06/27/2021,Senior,Senior,6,27,2021,5,3,2021
69609,Police Assist,Pug/Chihuahua,Dog,Female,Foster,05/03/2021,05/20/2021,Senior,Senior,5,20,2021,5,3,2021
69609,Police Assist,Pug/Chihuahua,Dog,Female,Adoption,05/03/2021,06/27/2021,Senior,Senior,6,27,2021,5,3,2021
69610,Abandoned,Boxer/Beagle,Dog,Male,Foster,05/03/2021,05/27/2021,Adolescent,Adolescent,5,27,2021,5,3,2021
69610,Abandoned,Boxer/Beagle,Dog,Male,Foster,05/03/2021,06/28/2021,Adolescent,Adolescent,6,28,2021,5,3,2021
69610,Abandoned,Boxer/Beagle,Dog,Male,Adoption,05/03/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,5,3,2021
69610,Abandoned,Boxer/Beagle,Dog,Male,Adoption,05/03/2021,08/29/2021,Adolescent,Adolescent,8,29,2021,5,3,2021
69611,Stray,Bully Breed Mix,Dog,Male,Reclaimed,05/03/2021,05/06/2021,Adult,Adult,5,6,2021,5,3,2021
69612,Stray,Domestic Medium Hair,Cat,Male,Adoption,05/03/2021,05/17/2021,Adult,Adult,5,17,2021,5,3,2021
69613,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,05/13/2021,Adult,Adult,5,13,2021,5,3,2021
69613,Litter relinquishment,Shep Mix,Dog,Female,Adoption,05/03/2021,07/29/2021,Adult,Adult,7,29,2021,5,3,2021
69614,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69614,Litter relinquishment,Shep Mix,Dog,Female,Adoption,05/03/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,5,3,2021
69615,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69615,Litter relinquishment,Shep Mix,Dog,Female,Adoption,05/03/2021,07/03/2021,Adolescent,Adolescent,7,3,2021,5,3,2021
69616,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69616,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,5,3,2021
69616,Litter relinquishment,Shep Mix,Dog,Female,Adoption,05/03/2021,07/11/2021,Adolescent,Adolescent,7,11,2021,5,3,2021
69617,Litter relinquishment,Shep Mix,Dog,Female,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69617,Litter relinquishment,Shep Mix,Dog,Female,Adoption,05/03/2021,07/03/2021,Adolescent,Adolescent,7,3,2021,5,3,2021
69618,Litter relinquishment,Shep Mix,Dog,Male,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69618,Litter relinquishment,Shep Mix,Dog,Male,Adoption,05/03/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,5,3,2021
69619,Litter relinquishment,Shep Mix,Dog,Male,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69619,Litter relinquishment,Shep Mix,Dog,Male,Adoption,05/03/2021,07/02/2021,Adolescent,Adolescent,7,2,2021,5,3,2021
69620,Litter relinquishment,Shep Mix,Dog,Male,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69620,Litter relinquishment,Shep Mix,Dog,Male,Adoption,05/03/2021,07/03/2021,Adolescent,Adolescent,7,3,2021,5,3,2021
69621,Litter relinquishment,Shep Mix,Dog,Male,Foster,05/03/2021,05/13/2021,Adolescent,Adolescent,5,13,2021,5,3,2021
69621,Litter relinquishment,Shep Mix,Dog,Male,Adoption,05/03/2021,07/03/2021,Adolescent,Adolescent,7,3,2021,5,3,2021
69622,Moving,Shar Pei/Mix,Dog,Male,Adoption,05/03/2021,05/25/2021,Adolescent,Adolescent,5,25,2021,5,3,2021
69624,Stray,Domestic Short Hair,Cat,Male,Adoption,05/04/2021,05/14/2021,Adolescent,Adolescent,5,14,2021,5,4,2021
69624,Stray,Domestic Short Hair,Cat,Male,Adoption,05/04/2021,06/22/2021,Adolescent,Adolescent,6,22,2021,5,4,2021
69625,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,05/04/2021,05/04/2021,Adolescent,Adolescent,5,4,2021,5,4,2021
69625,Born in Shelter,Domestic Short Hair,Cat,Male,Adoption,05/04/2021,07/19/2021,Adolescent,Adolescent,7,19,2021,5,4,2021
69626,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,05/04/2021,05/04/2021,Adolescent,Adolescent,5,4,2021,5,4,2021
69626,Born in Shelter,Domestic Short Hair,Cat,Male,Adoption,05/04/2021,07/20/2021,Adolescent,Adolescent,7,20,2021,5,4,2021
69627,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,05/04/2021,05/04/2021,Adolescent,Adolescent,5,4,2021,5,4,2021
69627,Born in Shelter,Domestic Short Hair,Cat,Male,Adoption,05/04/2021,07/22/2021,Adolescent,Adolescent,7,22,2021,5,4,2021
69628,Stray,Domestic Medium Hair,Cat,Female,Adoption,05/04/2021,05/17/2021,Adolescent,Adolescent,5,17,2021,5,4,2021
69632,Incompatible with owner lifestyle,Hound/Labrador Retriever,Dog,Male,Adoption,05/04/2021,05/16/2021,Adult,Adult,5,16,2021,5,4,2021
69632,Incompatible with owner lifestyle,Hound/Labrador Retriever,Dog,Male,Adoption,05/04/2021,06/15/2021,Adult,Adult,6,15,2021,5,4,2021
69633,Behavioral Issues,Siamese,Cat,Male,Adoption,05/04/2021,05/09/2021,Adolescent,Adolescent,5,9,2021,5,4,2021
69636,Stray,Domestic Short Hair,Cat,Male,Adoption,05/05/2021,06/26/2021,Adolescent,Adolescent,6,26,2021,5,5,2021
69638,Rabies Monitoring,Bully Breed Mix,Dog,Female,Reclaimed,05/05/2021,05/15/2021,Adult,Mature,5,15,2021,5,5,2021
