id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,movementDate1,movementDate2,movementDate3,movementDate1R
47757,Abandoned,Honey,Border Collie/Mix,Brown and White,Dog,3 years 3 months.,Female,Foster,03/27/2017,03/29/2017,Adult,3,29,2017,March
47757,Abandoned,Honey,Border Collie/Mix,Brown and White,Dog,3 years 3 months.,Female,Adoption,03/27/2017,05/09/2017,Adult,5,9,2017,May
47759,Stray,Sam,Chihuahua/Mix,Tan,Dog,15 years 3 months.,Female,Foster,03/27/2017,04/22/2017,Geriatric,4,22,2017,April
47759,Stray,Sam,Chihuahua/Mix,Tan,Dog,15 years 3 months.,Female,Adoption,03/27/2017,07/16/2017,Geriatric,7,16,2017,July
47760,Abandoned,Maverick,German Shepherd Dog,Ruddy,Dog,4 years 9 months.,Male,Adoption,03/27/2017,04/02/2017,Adult,4,2,2017,April
47762,Abandoned,Lola,Chihuahua,Tan,Dog,8 years 3 months.,Female,Adoption,03/27/2017,05/19/2017,Mature,5,19,2017,May
47763,Abandoned,Robin,DSH/Unknown,Black,Cat,10 years 3 months.,Female,Adoption,03/28/2017,04/08/2017,Mature,4,8,2017,April
47764,Abandoned,Monet,Pitbull/Mix,Brown,Dog,5 years 4 months.,Female,Adoption,03/28/2017,04/29/2017,Adult,4,29,2017,April
47765,Abandoned,Blaze,Weimaraner/Terrier,Blue,Dog,5 years 7 months.,Male,Transfer,03/28/2017,04/19/2017,Adult,4,19,2017,April
47766,Abandoned,Peanut,Pit Bull Terrier,Brown,Dog,4 years 3 months.,Male,Adoption,03/28/2017,05/03/2017,Adult,5,3,2017,May
47766,Abandoned,Peanut,Pit Bull Terrier,Brown,Dog,4 years 3 months.,Male,Adoption,03/28/2017,05/25/2017,Adult,5,25,2017,May
47767,Abandoned,Xavier,DSH/Unknown,Brown and Black,Cat,7 years 10 months.,Male,Adoption,03/28/2017,04/07/2017,Mature,4,7,2017,April
47768,Abandoned,Sapphire,Domestic Medium Hair,Grey,Cat,5 years 10 months.,Female,Adoption,03/28/2017,04/02/2017,Adult,4,2,2017,April
47769,Abandoned,Enzo,Chihuahua/Miniature Pinscher,White,Dog,3 years 10 months.,Male,Adoption,03/28/2017,04/04/2017,Adult,4,4,2017,April
47770,Abandoned,Little,Rat Terrier/Mix,Cream,Dog,9 years 3 months.,Female,Adoption,03/28/2017,04/04/2017,Mature,4,4,2017,April
47770,Abandoned,Little,Rat Terrier/Mix,Cream,Dog,9 years 3 months.,Female,Adoption,03/28/2017,05/07/2017,Mature,5,7,2017,May
47771,Abandoned,Chica,Rat Terrier/Beagle,Tricolour,Dog,10 years 3 months.,Female,Adoption,03/28/2017,04/01/2017,Mature,4,1,2017,April
47771,Abandoned,Chica,Rat Terrier/Beagle,Tricolour,Dog,10 years 3 months.,Female,Adoption,03/28/2017,04/10/2017,Mature,4,10,2017,April
55297,Owner Died,Batman,Domestic Short Hair,Black and White,Cat,13 years 3 months.,Male,Adoption,03/31/2017,04/07/2017,Senior,4,7,2017,April
55297,Owner Died,Batman,Domestic Short Hair,Black and White,Cat,13 years 3 months.,Male,Adoption,03/31/2017,06/20/2017,Senior,6,20,2017,June
55297,Owner Died,Batman,Domestic Short Hair,Black and White,Cat,13 years 3 months.,Male,Adoption,03/31/2017,08/13/2017,Senior,8,13,2017,August
55298,Stray,Marcus Antonius,Domestic Long Hair,Golden,Cat,5 years 3 months.,Male,Adoption,03/31/2017,04/12/2017,Adult,4,12,2017,April
55299,Stray,Grasshopper,Domestic Short Hair,Tortoiseshell,Cat,7 years 3 months.,Female,Foster,03/31/2017,04/07/2017,Mature,4,7,2017,April
55299,Stray,Grasshopper,Domestic Short Hair,Tortoiseshell,Cat,7 years 3 months.,Female,Foster,03/31/2017,04/25/2017,Mature,4,25,2017,April
55299,Stray,Grasshopper,Domestic Short Hair,Tortoiseshell,Cat,7 years 3 months.,Female,Adoption,03/31/2017,07/07/2017,Mature,7,7,2017,July
55300,TNR - Trap/Neuter/Release,Jay Jay,Domestic Short Hair,Orange,Cat,4 years 3 months.,Male,Adoption,03/31/2017,04/07/2017,Adult,4,7,2017,April
55301,Stray,Ginger Zee,Domestic Short Hair,Orange,Cat,4 years 3 months.,Female,Adoption,03/31/2017,04/07/2017,Adult,4,7,2017,April
55301,Stray,Ginger Zee,Domestic Short Hair,Orange,Cat,4 years 3 months.,Female,Adoption,03/31/2017,03/02/2018,Adult,3,2,2018,March
55301,Stray,Ginger Zee,Domestic Short Hair,Orange,Cat,4 years 3 months.,Female,Adoption,03/31/2017,01/08/2019,Adult,1,8,2019,January
55302,Unable to Afford,Quincy,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,03/29/2017,Adult,3,29,2017,March
55302,Unable to Afford,Quincy,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,04/15/2017,Adult,4,15,2017,April
55302,Unable to Afford,Quincy,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,04/22/2017,Adult,4,22,2017,April
55302,Unable to Afford,Quincy,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Male,Adoption,03/29/2017,04/28/2017,Adult,4,28,2017,April
55303,Unsuitable Accommodation,Binks,Domestic Short Hair,Black,Cat,5 years 3 months.,Male,Foster,03/31/2017,04/27/2017,Adult,4,27,2017,April
55303,Unsuitable Accommodation,Binks,Domestic Short Hair,Black,Cat,5 years 3 months.,Male,Adoption,03/31/2017,07/14/2017,Adult,7,14,2017,July
55304,Unable to Afford,Biscuit,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,03/29/2017,Adult,3,29,2017,March
55304,Unable to Afford,Biscuit,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,04/15/2017,Adult,4,15,2017,April
55304,Unable to Afford,Biscuit,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,3 years 5 months.,Male,Foster,03/29/2017,04/22/2017,Adult,4,22,2017,April
55304,Unable to Afford,Biscuit,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,3 years 5 months.,Male,Adoption,03/29/2017,04/28/2017,Adult,4,28,2017,April
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,3 years 5 months.,Female,Foster,03/29/2017,03/29/2017,Adult,3,29,2017,March
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,3 years 5 months.,Female,Foster,03/29/2017,04/15/2017,Adult,4,15,2017,April
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,3 years 5 months.,Female,Foster,03/29/2017,04/22/2017,Adult,4,22,2017,April
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,3 years 5 months.,Female,Adoption,03/29/2017,04/28/2017,Adult,4,28,2017,April
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Female,Foster,03/29/2017,03/29/2017,Adult,3,29,2017,March
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Female,Foster,03/29/2017,04/15/2017,Adult,4,15,2017,April
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Female,Foster,03/29/2017,04/22/2017,Adult,4,22,2017,April
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,3 years 5 months.,Female,Adoption,03/29/2017,04/28/2017,Adult,4,28,2017,April
55308,Unsuitable Accommodation,Gus,Labrador Retriever/Mix,Black and White,Dog,5 years 6 months.,Male,Reclaimed,03/31/2017,04/01/2017,Adult,4,1,2017,April
55322,Stray,Penny,Chihuahua/Mix,Brown and White,Dog,4 years 5 months.,Female,Adoption,03/30/2017,04/10/2017,Adult,4,10,2017,April
55322,Stray,Penny,Chihuahua/Mix,Brown and White,Dog,4 years 5 months.,Female,Adoption,03/30/2017,03/25/2018,Adult,3,25,2018,March
55323,Stray,Whisky,Shep Mix/Hound,Black and Tan,Dog,3 years 9 months.,Male,Adoption,03/30/2017,04/12/2017,Adult,4,12,2017,April
55334,Stray,Hermie,Pitbull/Mix,White and Tan,Dog,5 years 3 months.,Male,Adoption,03/29/2017,04/09/2017,Adult,4,9,2017,April
55335,Stray,Tuff,Hound/German Shepherd Dog,Brown,Dog,5 years 2 months.,Male,Foster,03/31/2017,04/06/2017,Adult,4,6,2017,April
55335,Stray,Tuff,Hound/German Shepherd Dog,Brown,Dog,5 years 2 months.,Male,Adoption,03/31/2017,04/25/2017,Adult,4,25,2017,April
55336,Stray,Fuzz Ball,Domestic Long Hair,Orange,Cat,6 years 3 months.,Male,Adoption,03/31/2017,04/13/2017,Adult,4,13,2017,April
55336,Stray,Fuzz Ball,Domestic Long Hair,Orange,Cat,6 years 3 months.,Male,Adoption,03/31/2017,04/14/2018,Adult,4,14,2018,April
55337,Stray,Sally,Domestic Short Hair,Tabby,Cat,5 years 10 months.,Female,Adoption,03/29/2017,04/09/2017,Adult,4,9,2017,April
55338,Stray,Otis,Hound/Mix,Brown and White,Dog,3 years 5 months.,Male,Adoption,03/31/2017,04/06/2017,Adult,4,6,2017,April
55338,Stray,Otis,Hound/Mix,Brown and White,Dog,3 years 5 months.,Male,Adoption,03/31/2017,10/21/2017,Adult,10,21,2017,October
55339,Stray,Otis,Hound,Brown,Dog,3 years 5 months.,Male,Adoption,03/31/2017,04/06/2017,Adult,4,6,2017,April
55350,Unsuitable Accommodation,Angel,Husky,Grey and White,Dog,4 years 10 months.,Female,Transfer,04/01/2017,04/29/2017,Adult,4,29,2017,April
55351,Stray,Oscar,Labrador Retriever/American Bulldog,Brown,Dog,4 years 5 months.,Male,Reclaimed,04/01/2017,04/03/2017,Adult,4,3,2017,April
55351,Stray,Oscar,Labrador Retriever/American Bulldog,Brown,Dog,4 years 5 months.,Male,Adoption,04/01/2017,04/07/2017,Adult,4,7,2017,April
55352,Incompatible with owner lifestyle,Dilenne,Domestic Long Hair,Brown and Black,Cat,10 years 3 months.,Female,Adoption,04/01/2017,04/07/2017,Mature,4,7,2017,April
55354,Incompatible with owner lifestyle,Winnie,Domestic Short Hair,Black,Cat,15 years 3 months.,Female,Adoption,04/01/2017,04/28/2017,Geriatric,4,28,2017,April
55355,Stray,Ria,Domestic Long Hair,Tortoiseshell,Cat,14 years 3 months.,Female,Transfer,04/02/2017,04/03/2017,Senior,4,3,2017,April
55357,Unable to Afford,Oreo,Labrador Retriever/Pit Bull Terrier,Black and White,Dog,3 years 6 months.,Female,Adoption,04/02/2017,04/11/2017,Adult,4,11,2017,April
55357,Unable to Afford,Oreo,Labrador Retriever/Pit Bull Terrier,Black and White,Dog,3 years 6 months.,Female,Adoption,04/02/2017,06/27/2017,Adult,6,27,2017,June
55358,Police Assist,Ki,Shep Mix,Tan,Dog,4 years 3 months.,Male,Adoption,04/02/2017,05/15/2017,Adult,5,15,2017,May
55359,Stray,Sharu,Domestic Short Hair,Brown and Black,Cat,11 years 9 months.,Female,Transfer,04/03/2017,04/28/2017,Senior,4,28,2017,April
55360,Unable to Afford,Jinx,Domestic Short Hair,Tortoiseshell,Cat,16 years 1 month.,Female,Adoption,04/03/2017,04/07/2017,Geriatric,4,7,2017,April
55361,Incompatible with owner lifestyle,Sweeny,Siamese/Mix,Seal,Cat,8 years 3 months.,Female,Adoption,04/03/2017,04/18/2017,Mature,4,18,2017,April
55362,Stray,Lucy,Shep Mix,Black,Dog,5 years 3 months.,Female,Reclaimed,04/03/2017,04/03/2017,Adult,4,3,2017,April
55364,Incompatible with owner lifestyle,Maverick,Terrier,Fawn,Dog,4 years 8 months.,Male,Reclaimed,04/03/2017,04/04/2017,Adult,4,4,2017,April
55365,Incompatible with owner lifestyle,Sprout,Labrador Retriever/Terrier,Golden,Dog,11 years 9 months.,Male,Adoption,04/03/2017,04/22/2017,Senior,4,22,2017,April
55366,Incompatible with owner lifestyle,Rafe,Domestic Short Hair,Brown and Black,Cat,4 years 4 months.,Male,Adoption,04/03/2017,04/07/2017,Adult,4,7,2017,April
55369,Unsuitable Accommodation,Mango,Domestic Short Hair,Orange,Cat,14 years 4 months.,Female,Transfer,04/03/2017,05/15/2017,Senior,5,15,2017,May
55370,Abandoned,Mindy,Calico,Tabbico,Cat,3 years 3 months.,Female,Foster,04/03/2017,04/04/2017,Adult,4,4,2017,April
55370,Abandoned,Mindy,Calico,Tabbico,Cat,3 years 3 months.,Female,Foster,04/03/2017,04/18/2017,Adult,4,18,2017,April
55370,Abandoned,Mindy,Calico,Tabbico,Cat,3 years 3 months.,Female,Adoption,04/03/2017,06/06/2017,Adult,6,6,2017,June
55371,Abandoned,Ronan,Calico,Tabby,Cat,3 weeks.,Female,Foster,04/03/2017,04/04/2017,Kitten,4,4,2017,April
55371,Abandoned,Ronan,Calico,Tabby,Cat,3 weeks.,Female,Foster,04/03/2017,04/18/2017,Kitten,4,18,2017,April
55372,Unsuitable Accommodation,Queen,Chihuahua/Rat Terrier,Tan and White,Dog,5 years 3 months.,Female,Adoption,04/03/2017,04/23/2017,Adult,4,23,2017,April
55373,Unsuitable Accommodation,Kai,Pitbull,Blue,Dog,7 years 2 months.,Female,Adoption,04/03/2017,04/13/2017,Mature,4,13,2017,April
55375,Stray,Nusan,Domestic Short Hair,White,Cat,4 years 8 months.,Unknown,Transfer,04/04/2017,04/17/2017,Adult,4,17,2017,April
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,5 years 3 months.,Female,Foster,04/04/2017,04/05/2017,Adult,4,5,2017,April
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,5 years 3 months.,Female,Foster,04/04/2017,08/31/2017,Adult,8,31,2017,August
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,5 years 3 months.,Female,Adoption,04/04/2017,12/01/2017,Adult,12,1,2017,December
55377,Owner Died,Aphrodite,Siamese,Chocolate Point,Cat,3 years 3 months.,Female,Foster,04/04/2017,04/05/2017,Adult,4,5,2017,April
55377,Owner Died,Aphrodite,Siamese,Chocolate Point,Cat,3 years 3 months.,Female,Adoption,04/04/2017,06/01/2017,Adult,6,1,2017,June
55377,Owner Died,Aphrodite,Siamese,Chocolate Point,Cat,3 years 3 months.,Female,Adoption,04/04/2017,11/06/2019,Adult,11,6,2019,November
55378,Owner Died,Artemis,Domestic Short Hair,Black,Cat,3 years 3 months.,Female,Foster,04/04/2017,04/05/2017,Adult,4,5,2017,April
55378,Owner Died,Artemis,Domestic Short Hair,Black,Cat,3 years 3 months.,Female,Adoption,04/04/2017,06/02/2017,Adult,6,2,2017,June
55379,Owner Died,Mercury,Domestic Short Hair,Grey,Cat,3 years 6 months.,Male,Foster,04/04/2017,04/05/2017,Adult,4,5,2017,April
55379,Owner Died,Mercury,Domestic Short Hair,Grey,Cat,3 years 6 months.,Male,Adoption,04/04/2017,06/01/2017,Adult,6,1,2017,June
55380,Owner Died,Jupiter,Domestic Short Hair,Grey,Cat,4 years 9 months.,Male,Foster,04/04/2017,04/05/2017,Adult,4,5,2017,April
55380,Owner Died,Jupiter,Domestic Short Hair,Grey,Cat,4 years 9 months.,Male,Adoption,04/04/2017,06/01/2017,Adult,6,1,2017,June
55381,Stray,Rat-ta-tat,Domestic Short Hair,Black,Cat,4 years 2 months.,Male,Adoption,04/04/2017,04/18/2017,Adult,4,18,2017,April
55382,Owner Died,Junetta,Domestic Short Hair,Orange,Cat,10 years 3 months.,Female,Foster,04/04/2017,04/06/2017,Mature,4,6,2017,April
55382,Owner Died,Junetta,Domestic Short Hair,Orange,Cat,10 years 3 months.,Female,Transfer,04/04/2017,07/06/2017,Mature,7,6,2017,July
55383,Owner Died,Emmy,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,04/04/2017,04/06/2017,Adult,4,6,2017,April
55383,Owner Died,Emmy,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Adoption,04/04/2017,06/18/2017,Adult,6,18,2017,June
55384,Owner Died,Henrietta,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,04/04/2017,04/06/2017,Adult,4,6,2017,April
55384,Owner Died,Henrietta,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Adoption,04/04/2017,06/07/2017,Adult,6,7,2017,June
55385,Owner Died,Rowena,Domestic Short Hair,Tortoiseshell,Cat,3 years 9 months.,Female,Foster,04/04/2017,04/06/2017,Adult,4,6,2017,April
55385,Owner Died,Rowena,Domestic Short Hair,Tortoiseshell,Cat,3 years 9 months.,Female,Transfer,04/04/2017,06/23/2017,Adult,6,23,2017,June
55386,Owner Died,Libby,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,04/04/2017,04/06/2017,Adult,4,6,2017,April
55386,Owner Died,Libby,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Adoption,04/04/2017,06/21/2017,Adult,6,21,2017,June
55389,Stray,Vulcan,Domestic Short Hair,Brown and Black,Cat,4 years 3 months.,Male,Adoption,04/04/2017,04/12/2017,Adult,4,12,2017,April
55391,Stray,Reverend Bell,German Shepherd Dog,Brown and Black,Dog,10 years 3 months.,Male,Reclaimed,04/05/2017,04/06/2017,Mature,4,6,2017,April
55394,Stray,Annie,Shih Tzu,White and Tan,Dog,15 years 3 months.,Female,Reclaimed,04/05/2017,04/06/2017,Geriatric,4,6,2017,April
55395,Stray,Munster,"Poodle, Miniature/Mix",Black,Dog,9 years 3 months.,Male,Adoption,04/05/2017,04/13/2017,Mature,4,13,2017,April
55396,Abandoned,Gray,Domestic Short Hair,Grey and White,Cat,3 weeks.,Female,Foster,03/18/2017,03/20/2017,Kitten,3,20,2017,March
55397,Abandoned,Brown,Domestic Short Hair,Brown and Black,Cat,3 weeks.,Female,Foster,03/18/2017,03/20/2017,Kitten,3,20,2017,March
55398,Abandoned,White,Domestic Short Hair,White and Black,Cat,3 weeks.,Female,Foster,03/18/2017,03/20/2017,Kitten,3,20,2017,March
55399,Abandoned,Black,Domestic Short Hair,Black and White,Cat,1 week.,Female,Foster,03/18/2017,03/20/2017,Kitten,3,20,2017,March
55400,Stray,Amos,Coonhound,Tricolour,Dog,14 years 11 months.,Male,Reclaimed,04/06/2017,04/06/2017,Senior,4,6,2017,April
55401,Owner Died,Lil Red,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Transfer,04/06/2017,04/18/2017,Adult,4,18,2017,April
55401,Owner Died,Lil Red,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Transfer,04/06/2017,06/29/2017,Adult,6,29,2017,June
55402,Incompatible with owner lifestyle,Stanley,Domestic Long Hair,Buff,Cat,12 years 3 months.,Male,Adoption,04/06/2017,05/05/2017,Senior,5,5,2017,May
55404,Stray,Curly Stewart,Akita/German Shepherd Dog,Brown and Black,Dog,8 years 3 months.,Female,Reclaimed,04/06/2017,04/10/2017,Mature,4,10,2017,April
55405,Stray,Roamer,"Schnauzer, Miniature/Poodle",Black and Brown,Dog,4 years 3 months.,Male,Adoption,04/06/2017,05/06/2017,Adult,5,6,2017,May
55409,Police Assist,May,English Bulldog,Brown and White,Dog,8 years 1 month.,Unknown,Reclaimed,04/06/2017,04/07/2017,Mature,4,7,2017,April
55410,Stray,Monte,Border Collie,Black and White,Dog,7 years 3 months.,Male,Reclaimed,04/07/2017,04/07/2017,Mature,4,7,2017,April
55411,Stray,Voldy,Domestic Short Hair,Grey,Cat,37 years 4 months.,Unknown,Transfer,04/07/2017,04/07/2017,Unknown,4,7,2017,April
55412,Stray,Burrito,Domestic Short Hair,Black and Brown,Cat,37 years 4 months.,Unknown,Transfer,04/07/2017,04/07/2017,Unknown,4,7,2017,April
55415,Stray,Birdy,Domestic Short Hair,Brown and Black,Cat,3 years 9 months.,Unknown,Adoption,04/07/2017,04/19/2017,Adult,4,19,2017,April
55416,Stray,Neddy,Domestic Short Hair,Grey and White,Cat,3 years 9 months.,Unknown,Adoption,04/07/2017,04/19/2017,Adult,4,19,2017,April
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/07/2017,Adult,4,7,2017,April
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/25/2017,Adult,4,25,2017,April
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,3 years 3 months.,Female,Adoption,03/31/2017,06/05/2017,Adult,6,5,2017,June
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Foster,03/31/2017,04/07/2017,Adult,4,7,2017,April
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Foster,03/31/2017,04/25/2017,Adult,4,25,2017,April
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Adoption,03/31/2017,06/02/2017,Adult,6,2,2017,June
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Foster,03/31/2017,04/07/2017,Adult,4,7,2017,April
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Foster,03/31/2017,04/25/2017,Adult,4,25,2017,April
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Adoption,03/31/2017,06/02/2017,Adult,6,2,2017,June
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,3 years 3 months.,Male,Adoption,03/31/2017,07/09/2017,Adult,7,9,2017,July
55422,Stray,Pizza,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/07/2017,Adult,4,7,2017,April
55422,Stray,Pizza,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/25/2017,Adult,4,25,2017,April
55422,Stray,Pizza,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Adoption,03/31/2017,06/11/2017,Adult,6,11,2017,June
55423,Stray,Cream Puff,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/07/2017,Adult,4,7,2017,April
55423,Stray,Cream Puff,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Foster,03/31/2017,04/25/2017,Adult,4,25,2017,April
55423,Stray,Cream Puff,Domestic Short Hair,Tortoiseshell,Cat,3 years 3 months.,Female,Adoption,03/31/2017,06/12/2017,Adult,6,12,2017,June
55430,Stray,DG,Domestic Short Hair,Black,Cat,3 years 11 months.,Female,Adoption,04/07/2017,04/20/2017,Adult,4,20,2017,April
55433,Stray,Starbucks,Hound/Mix,Brown and White,Dog,3 years 8 months.,Male,Adoption,04/07/2017,04/19/2017,Adult,4,19,2017,April
55434,Incompatible with owner lifestyle,Star,German Shepherd Dog/Mix,Black,Dog,4 years 8 months.,Female,Adoption,04/08/2017,04/22/2017,Adult,4,22,2017,April
55438,Incompatible with owner lifestyle,Jack`s,Domestic Short Hair,Grey and White,Cat,7 years 9 months.,Male,Adoption,04/08/2017,05/16/2017,Mature,5,16,2017,May
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,5 years 3 months.,Male,Foster,04/08/2017,06/09/2017,Adult,6,9,2017,June
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,5 years 3 months.,Male,Adoption,04/08/2017,08/17/2017,Adult,8,17,2017,August
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,5 years 3 months.,Male,Reclaimed,04/08/2017,09/07/2017,Adult,9,7,2017,September
55440,Incompatible with owner lifestyle,KC,Domestic Short Hair,Black and White,Cat,4 years 3 months.,Female,Adoption,04/08/2017,04/15/2017,Adult,4,15,2017,April
55442,Stray,Smudge,Domestic Short Hair,White and Black,Cat,8 years 4 months.,Female,Adoption,04/09/2017,05/19/2017,Mature,5,19,2017,May
55444,Stray,Roger,Pitbull/Mix,Brindle and White,Dog,4 years 4 months.,Male,Adoption,04/09/2017,04/22/2017,Adult,4,22,2017,April
55445,Incompatible with owner lifestyle,Vivien,Beagle,Tricolour,Dog,8 years 3 months.,Female,Adoption,04/09/2017,04/12/2017,Mature,4,12,2017,April
55447,Stray,Momma,Domestic Short Hair,Grey,Cat,5 years 2 months.,Female,Reclaimed,04/10/2017,04/17/2017,Adult,4,17,2017,April
55448,Incompatible with owner lifestyle,Sassy,Domestic Short Hair,Tabbico,Cat,7 years 3 months.,Female,Foster,04/10/2017,04/11/2017,Mature,4,11,2017,April
