id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,movementDate1,movementDate2,movementDate3,movementDate1R
61920,Stray,Luna,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Reclaimed,12/15/2018,12/15/2018,Adult,12,15,2018,December
61921,Stray,koda,Chihuahua/Bully Breed Mix,Brown,Dog,3 years 6 months.,Male,Reclaimed,12/15/2018,12/15/2018,Adult,12,15,2018,December
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,01/31/2019,Adult,1,31,2019,January
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,03/01/2019,Adult,3,1,2019,March
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,03/23/2019,Adult,3,23,2019,March
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Adoption,12/15/2018,04/09/2019,Adult,4,9,2019,April
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,2 years 0 months.,Male,Foster,12/15/2018,02/03/2019,Adult,2,3,2019,February
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,2 years 0 months.,Male,Adoption,12/15/2018,03/10/2019,Adult,3,10,2019,March
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,3 years 0 months.,Female,Foster,12/15/2018,12/15/2018,Adult,12,15,2018,December
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,3 years 0 months.,Female,Adoption,12/15/2018,01/13/2019,Adult,1,13,2019,January
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Foster,12/15/2018,12/15/2018,Adolescent,12,15,2018,December
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Adoption,12/15/2018,01/09/2019,Adolescent,1,9,2019,January
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,12,15,2018,December
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/09/2019,Adolescent,1,9,2019,January
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,12,15,2018,December
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/09/2019,Adolescent,1,9,2019,January
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Foster,12/15/2018,12/15/2018,Adolescent,12,15,2018,December
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Adoption,12/15/2018,01/09/2019,Adolescent,1,9,2019,January
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,12,15,2018,December
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/11/2019,Adolescent,1,11,2019,January
61932,Unsuitable Accommodation,Hershey,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoption,12/15/2018,12/24/2018,Adolescent,12,24,2018,December
61933,Incompatible with owner lifestyle,Kenzie,Collie/German Shepherd Dog,Black and Tan,Dog,11 years 0 months.,Female,Adoption,12/15/2018,01/10/2019,Senior,1,10,2019,January
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,5 years 6 months.,Female,Reclaimed,12/16/2018,12/19/2018,Adult,12,19,2018,December
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,5 years 6 months.,Female,Adoption,12/16/2018,12/27/2018,Adult,12,27,2018,December
61936,Police Assist,Tyson,Bully Breed Mix,Brindle and White,Dog,5 years 6 months.,Male,Reclaimed,12/16/2018,12/20/2018,Adult,12,20,2018,December
61938,Marriage/Relationship split,Reggie,American Bulldog,White,Dog,4 years 6 months.,Male,Adoption,12/17/2018,01/11/2019,Adult,1,11,2019,January
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,2 years 1 month.,Female,Foster,12/17/2018,12/29/2018,Adult,12,29,2018,December
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,2 years 1 month.,Female,Adoption,12/17/2018,01/05/2019,Adult,1,5,2019,January
61944,Unsuitable Accommodation,Xavier,Domestic Short Hair,Grey,Cat,3 years 6 months.,Male,Adoption,12/17/2018,01/18/2019,Adult,1,18,2019,January
61946,Stray,Shea,Mix,Black and White,Dog,2 years 6 months.,Female,Adoption,12/17/2018,01/09/2019,Adult,1,9,2019,January
61947,Unsuitable Accommodation,Bridgette,Domestic Short Hair,Calico,Cat,6 years 0 months.,Female,Adoption,12/18/2018,02/01/2019,Adult,2,1,2019,February
61948,Unsuitable Accommodation,Breckin,Siamese/Domestic Short Hair,Lynx point,Cat,3 years 6 months.,Female,Adoption,12/18/2018,01/17/2019,Adult,1,17,2019,January
61949,Unsuitable Accommodation,Brilla,Siamese/Domestic Short Hair,Lynx point,Cat,5 years 6 months.,Female,Adoption,12/18/2018,01/17/2019,Adult,1,17,2019,January
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,3 years 6 months.,Male,Foster,12/18/2018,02/02/2019,Adult,2,2,2019,February
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,3 years 6 months.,Male,Adoption,12/18/2018,03/08/2019,Adult,3,8,2019,March
61951,Police Assist,Lucy,Beagle,Tricolour,Dog,2 years 6 months.,Female,Reclaimed,12/18/2018,01/29/2019,Adult,1,29,2019,January
61952,Stray,Daisy,Beagle,Tricolour,Dog,12 years 6 months.,Female,Reclaimed,12/18/2018,12/19/2018,Senior,12,19,2018,December
61953,Stray,Patagonia,Domestic Short Hair,Brown and Black,Cat,1 year 9 months.,Female,Adoption,12/18/2018,01/04/2019,Adolescent,1,4,2019,January
61954,Stray,Tanzania,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Adoption,12/18/2018,01/04/2019,Adolescent,1,4,2019,January
61955,Incompatible with owner lifestyle,Bentley,Heeler/Labrador Retriever,Black,Dog,2 years 6 months.,Male,Adoption,12/18/2018,12/21/2018,Adult,12,21,2018,December
61956,Unable to Afford,Tiger Paw,Domestic Short Hair,Black and Brown,Cat,3 years 6 months.,Female,Adoption,12/18/2018,02/08/2019,Adult,2,8,2019,February
61957,Stray,Tonya,Domestic Medium Hair,Torbie,Cat,3 years 6 months.,Female,Adoption,12/18/2018,01/18/2019,Adult,1,18,2019,January
61958,Unable to Afford,Grey Storm,Domestic Short Hair,Grey,Cat,1 year 10 months.,Male,Adoption,12/18/2018,12/24/2018,Adolescent,12,24,2018,December
61959,Unable to Afford,Ms.Tabby Tornado,Domestic Short Hair,Black and Brown,Cat,1 year 10 months.,Female,Adoption,12/18/2018,12/24/2018,Adolescent,12,24,2018,December
61961,Stray,Woong,Chihuahua,Tan,Dog,2 years 6 months.,Male,Adoption,12/18/2018,01/05/2019,Adult,1,5,2019,January
61965,Unsuitable Accommodation,Zink,Shih Tzu/Poodle,Black and grey,Dog,2 years 5 months.,Male,Foster,12/18/2018,02/19/2019,Adult,2,19,2019,February
61965,Unsuitable Accommodation,Zink,Shih Tzu/Poodle,Black and grey,Dog,2 years 5 months.,Male,Adoption,12/18/2018,05/14/2019,Adult,5,14,2019,May
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Foster,12/18/2018,02/23/2019,Adult,2,23,2019,February
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Foster,12/18/2018,03/08/2019,Adult,3,8,2019,March
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Foster,12/18/2018,04/11/2019,Adult,4,11,2019,April
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Foster,12/18/2018,05/26/2019,Adult,5,26,2019,May
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Foster,12/18/2018,06/04/2019,Adult,6,4,2019,June
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,2 years 4 months.,Male,Adoption,12/18/2018,06/13/2019,Adult,6,13,2019,June
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Foster,12/18/2018,12/22/2018,Adolescent,12,22,2018,December
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Foster,12/18/2018,01/04/2019,Adolescent,1,4,2019,January
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Adoption,12/18/2018,01/31/2019,Adolescent,1,31,2019,January
61969,Stray,Antonio,Domestic Short Hair,Orange,Cat,5 years 7 months.,Male,Adoption,12/18/2018,02/01/2019,Adult,2,1,2019,February
61970,Stray,Sammy,Beagle,Tricolour,Dog,11 years 7 months.,Male,Reclaimed,12/18/2018,12/19/2018,Senior,12,19,2018,December
61973,Stray,Violet,Domestic Medium Hair,Grey,Cat,17 years 6 months.,Female,Reclaimed,12/19/2018,12/21/2018,Geriatric,12,21,2018,December
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,8 years 6 months.,Male,Foster,12/19/2018,01/14/2019,Mature,1,14,2019,January
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,8 years 6 months.,Male,Adoption,12/19/2018,01/16/2019,Mature,1,16,2019,January
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,8 years 6 months.,Male,Adoption,12/19/2018,08/16/2019,Mature,8,16,2019,August
61976,Stray,Ruby,Bully Breed Mix,Tan,Dog,2 years 8 months.,Female,Reclaimed,12/19/2018,12/22/2018,Adult,12,22,2018,December
61977,Incompatible with owner lifestyle,Buddy Chihuahua,Chihuahua,Black and Tan,Dog,3 years 6 months.,Male,Transfer,12/19/2018,12/20/2018,Adult,12,20,2018,December
61978,Stray,grey cat,Domestic Short Hair,Grey,Cat,7 years 5 months.,Unknown,Transfer,12/19/2018,12/20/2018,Mature,12,20,2018,December
61979,Unable to Afford,Sherlock,Domestic Short Hair,Black and White,Cat,1 year 11 months.,Male,Foster,12/19/2018,12/21/2018,Adolescent,12,21,2018,December
61979,Unable to Afford,Sherlock,Domestic Short Hair,Black and White,Cat,1 year 11 months.,Male,Adoption,12/19/2018,01/16/2019,Adolescent,1,16,2019,January
61980,Unable to Afford,Watson,Domestic Short Hair,Black,Cat,1 year 9 months.,Male,Foster,12/19/2018,12/21/2018,Adolescent,12,21,2018,December
61980,Unable to Afford,Watson,Domestic Short Hair,Black,Cat,1 year 9 months.,Male,Adoption,12/19/2018,01/16/2019,Adolescent,1,16,2019,January
61987,Incompatible with owner lifestyle,Mister,Domestic Short Hair,Brown and Black,Cat,5 years 6 months.,Male,Adoption,12/20/2018,02/01/2019,Adult,2,1,2019,February
61988,Incompatible with owner lifestyle,Ellie,Domestic Long Hair,Grey,Cat,12 years 1 month.,Female,Adoption,12/20/2018,01/04/2019,Senior,1,4,2019,January
61989,Stray,Brewster,Shih Tzu/Poodle,Black and White,Dog,7 years 11 months.,Male,Reclaimed,12/20/2018,12/20/2018,Mature,12,20,2018,December
61990,Stray,Coco,Heeler,Red and White,Dog,3 years 0 months.,Female,Reclaimed,12/20/2018,12/20/2018,Adult,12,20,2018,December
61991,Unable to Afford,Shadow,Husky,White,Dog,4 years 3 months.,Male,Adoption,12/20/2018,12/31/2018,Adult,12,31,2018,December
61992,Incompatible with owner lifestyle,Rocks,Cattle Dog,Black merle,Dog,2 years 6 months.,Male,Adoption,12/20/2018,01/07/2019,Adult,1,7,2019,January
61992,Incompatible with owner lifestyle,Rocks,Cattle Dog,Black merle,Dog,2 years 6 months.,Male,Adoption,12/20/2018,01/11/2019,Adult,1,11,2019,January
61993,Incompatible with owner lifestyle,Sissy,Terrier,Red and Black,Dog,5 years 6 months.,Female,Adoption,12/21/2018,12/31/2018,Adult,12,31,2018,December
61994,Stray,Orange You Glad I Didn`t Say Banana,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Adoption,12/21/2018,02/19/2019,Adult,2,19,2019,February
61995,Owner Deceased,Monsieur Handsome,Domestic Medium Hair,Black and White,Cat,1 year 11 months.,Male,Adoption,12/21/2018,01/24/2019,Adolescent,1,24,2019,January
61996,Owner Deceased,Lord Gorgeous,Domestic Medium Hair,Black and Brown,Cat,2 years 6 months.,Male,Adoption,12/21/2018,01/07/2019,Adult,1,7,2019,January
61997,Owner Deceased,Madame Stunning,Domestic Medium Hair,Black and Brown,Cat,2 years 6 months.,Female,Adoption,12/21/2018,01/29/2019,Adult,1,29,2019,January
61998,Owner Deceased,Master Charming,Domestic Medium Hair,Black and Tan,Cat,2 years 6 months.,Male,Adoption,12/21/2018,01/07/2019,Adult,1,7,2019,January
61999,Moving,Luna,Bully Breed Mix,Black and White,Dog,3 years 6 months.,Female,Adoption,12/21/2018,12/27/2018,Adult,12,27,2018,December
62000,Moving,Nell,Domestic Short Hair,Black,Cat,1 year 11 months.,Female,Foster,12/21/2018,12/30/2018,Adolescent,12,30,2018,December
62000,Moving,Nell,Domestic Short Hair,Black,Cat,1 year 11 months.,Female,Adoption,12/21/2018,01/19/2019,Adolescent,1,19,2019,January
62001,Moving,Pachi,Domestic Short Hair,Black and grey,Cat,1 year 11 months.,Male,Foster,12/21/2018,12/30/2018,Adolescent,12,30,2018,December
62001,Moving,Pachi,Domestic Short Hair,Black and grey,Cat,1 year 11 months.,Male,Adoption,12/21/2018,01/19/2019,Adolescent,1,19,2019,January
62002,Police Assist,Mae,Beagle,Tricolour,Dog,15 years 6 months.,Female,Reclaimed,12/21/2018,12/22/2018,Geriatric,12,22,2018,December
62004,Landlord issues,Riley,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Adoption,12/22/2018,01/05/2019,Adult,1,5,2019,January
62006,Incompatible with owner lifestyle,Tank,Domestic Short Hair,Black and Brown,Cat,6 years 3 months.,Male,Adoption,12/23/2018,01/07/2019,Adult,1,7,2019,January
62006,Incompatible with owner lifestyle,Tank,Domestic Short Hair,Black and Brown,Cat,6 years 3 months.,Male,Adoption,12/23/2018,01/16/2019,Adult,1,16,2019,January
62007,Stray,Jessie,Domestic Short Hair,Tortoiseshell,Cat,2 years 2 months.,Female,Adoption,12/23/2018,01/31/2019,Adult,1,31,2019,January
62008,Stray,Missy,Australian Shepherd/Chow Chow,Black,Dog,11 years 7 months.,Female,Reclaimed,12/24/2018,12/24/2018,Senior,12,24,2018,December
62009,Stray,Jackson Drake,Bully Breed Mix,Grey,Dog,2 years 0 months.,Male,Foster,12/24/2018,02/11/2019,Adult,2,11,2019,February
62009,Stray,Jackson Drake,Bully Breed Mix,Grey,Dog,2 years 0 months.,Male,Adoption,12/24/2018,03/05/2019,Adult,3,5,2019,March
62011,Stray,Bella,Bloodhound,Red,Dog,11 years 10 months.,Female,Reclaimed,12/24/2018,12/24/2018,Senior,12,24,2018,December
62013,Stray,Sasha,Husky,Tan and White,Dog,2 years 0 months.,Female,Reclaimed,12/24/2018,12/26/2018,Adult,12,26,2018,December
62014,Unsuitable Accommodation,Duke,Dachshund,Red,Dog,13 years 0 months.,Male,Adoption,12/26/2018,01/04/2019,Senior,1,4,2019,January
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,2 years 6 months.,Female,Foster,12/26/2018,01/09/2019,Adult,1,9,2019,January
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,2 years 6 months.,Female,Adoption,12/26/2018,01/31/2019,Adult,1,31,2019,January
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,2 years 6 months.,Female,Adoption,12/26/2018,02/06/2019,Adult,2,6,2019,February
62017,Moving,Violet,Domestic Short Hair,Black,Cat,2 years 4 months.,Female,Adoption,12/26/2018,12/29/2018,Adult,12,29,2018,December
62018,Stray,Fuzzy Bear,Retriever/Mix,Black,Dog,3 years 2 months.,Male,Adoption,12/26/2018,01/07/2019,Adult,1,7,2019,January
62018,Stray,Fuzzy Bear,Retriever/Mix,Black,Dog,3 years 2 months.,Male,Adoption,12/26/2018,01/09/2019,Adult,1,9,2019,January
62020,Incompatible with other pets,Poppy,Dachshund/Mix,Black and Brown,Dog,4 years 0 months.,Female,Adoption,12/26/2018,01/09/2019,Adult,1,9,2019,January
62021,Incompatible with owner lifestyle,Rose,German Shepherd Dog,Black and Tan,Dog,2 years 5 months.,Female,Foster,12/26/2018,12/30/2018,Adult,12,30,2018,December
62021,Incompatible with owner lifestyle,Rose,German Shepherd Dog,Black and Tan,Dog,2 years 5 months.,Female,Adoption,12/26/2018,01/08/2019,Adult,1,8,2019,January
62023,Stray,Dippy the Beachcomber,Boxer/American Staffordshire Terrier,Tricolour,Dog,9 years 3 months.,Male,Adoption,12/27/2018,01/23/2019,Mature,1,23,2019,January
62024,Stray,Juice,Domestic Short Hair,Orange and White,Cat,2 years 7 months.,Male,Adoption,12/27/2018,01/10/2019,Adult,1,10,2019,January
62024,Stray,Juice,Domestic Short Hair,Orange and White,Cat,2 years 7 months.,Male,Adoption,12/27/2018,09/29/2020,Adult,9,29,2020,September
62025,Incompatible with owner lifestyle,Kitty,Domestic Short Hair,Calico,Cat,7 years 6 months.,Female,Adoption,12/27/2018,01/11/2019,Mature,1,11,2019,January
62027,Stray,Orange Blossom,Domestic Short Hair,Orange,Cat,5 years 10 months.,Female,Adoption,12/27/2018,01/10/2019,Adult,1,10,2019,January
62028,Stray,Bear,Pug,Brown and Black,Dog,11 years 6 months.,Male,Reclaimed,12/27/2018,12/28/2018,Senior,12,28,2018,December
62029,Abandoned,Mariah,Hound,Black and Brindle,Dog,2 years 3 months.,Female,Adoption,12/27/2018,01/08/2019,Adult,1,8,2019,January
62031,Behavioral Issues,Hunter,Domestic Short Hair,Grey and White,Cat,17 years 6 months.,Male,Foster,12/28/2018,01/08/2019,Geriatric,1,8,2019,January
62031,Behavioral Issues,Hunter,Domestic Short Hair,Grey and White,Cat,17 years 6 months.,Male,Foster,12/28/2018,03/18/2019,Geriatric,3,18,2019,March
62031,Behavioral Issues,Hunter,Domestic Short Hair,Grey and White,Cat,17 years 6 months.,Male,Adoption,12/28/2018,05/10/2019,Geriatric,5,10,2019,May
62033,Incompatible with owner lifestyle,Powder,Siamese/Egyptian Mau,Lynx point,Cat,2 years 0 months.,Male,Adoption,12/28/2018,01/04/2019,Adult,1,4,2019,January
62034,Stray,Depo,Mix,Brindle,Dog,4 years 3 months.,Male,Reclaimed,12/29/2018,12/29/2018,Adult,12,29,2018,December
62035,Stray,Cassie,Domestic Short Hair,Black and Brown,Cat,3 years 7 months.,Female,Adoption,12/29/2018,01/26/2019,Adult,1,26,2019,January
62035,Stray,Cassie,Domestic Short Hair,Black and Brown,Cat,3 years 7 months.,Female,Adoption,12/29/2018,01/28/2019,Adult,1,28,2019,January
62037,Unsuitable Accommodation,Diogie,Mix,Tan and White,Dog,5 years 0 months.,Male,Reclaimed,12/29/2018,01/02/2019,Adult,1,2,2019,January
62042,Unsuitable Accommodation,Little Ann,Labrador Retriever,Black and White,Dog,2 years 3 months.,Female,Adoption,12/29/2018,01/09/2019,Adult,1,9,2019,January
62043,Police Assist,Duke,Bully Breed Mix,Grey and White,Dog,1 year 8 months.,Male,Reclaimed,12/30/2018,01/02/2019,Adolescent,1,2,2019,January
62045,Stray,Tori,Domestic Short Hair,Torbie,Cat,3 years 0 months.,Female,Adoption,12/31/2018,01/24/2019,Adult,1,24,2019,January
62046,Unable to Afford,Ursala,Domestic Short Hair,Tortoiseshell,Cat,3 years 7 months.,Female,Foster,12/31/2018,12/31/2018,Adult,12,31,2018,December
62046,Unable to Afford,Ursala,Domestic Short Hair,Tortoiseshell,Cat,3 years 7 months.,Female,Adoption,12/31/2018,02/22/2019,Adult,2,22,2019,February
62047,Unable to Afford,Bear,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Foster,12/31/2018,12/31/2018,Adolescent,12,31,2018,December
62047,Unable to Afford,Bear,Domestic Short Hair,Buff,Cat,1 year 6 months.,Male,Adoption,12/31/2018,02/21/2019,Adolescent,2,21,2019,February
62048,Unable to Afford,Molly,Domestic Short Hair,Tortoiseshell,Cat,1 year 6 months.,Female,Foster,12/31/2018,12/31/2018,Adolescent,12,31,2018,December
62048,Unable to Afford,Molly,Domestic Short Hair,Tortoiseshell,Cat,1 year 6 months.,Female,Adoption,12/31/2018,02/21/2019,Adolescent,2,21,2019,February
62049,Unable to Afford,Frack,Domestic Short Hair,Tortoiseshell,Cat,2 years 3 months.,Female,Foster,12/31/2018,12/31/2018,Adult,12,31,2018,December
62049,Unable to Afford,Frack,Domestic Short Hair,Tortoiseshell,Cat,2 years 3 months.,Female,Adoption,12/31/2018,02/22/2019,Adult,2,22,2019,February
62050,Unable to Afford,Frick,Domestic Short Hair,Tortoiseshell,Cat,1 year 6 months.,Female,Foster,12/31/2018,12/31/2018,Adolescent,12,31,2018,December
62050,Unable to Afford,Frick,Domestic Short Hair,Tortoiseshell,Cat,1 year 6 months.,Female,Adoption,12/31/2018,02/22/2019,Adolescent,2,22,2019,February
62051,Unsuitable Accommodation,Shooter Jennings,Great Pyrenees,White,Dog,3 years 7 months.,Male,Transfer,12/31/2018,01/04/2019,Adult,1,4,2019,January
62054,Stray,Jolene,Domestic Short Hair,White and Black,Cat,2 years 6 months.,Female,Adoption,01/02/2019,01/28/2019,Adult,1,28,2019,January
62055,Stray,Natasha,Domestic Short Hair,Torbie,Cat,2 years 6 months.,Female,Adoption,01/02/2019,01/23/2019,Adult,1,23,2019,January
62055,Stray,Natasha,Domestic Short Hair,Torbie,Cat,2 years 6 months.,Female,Adoption,01/02/2019,01/25/2020,Adult,1,25,2020,January
62059,Incompatible with owner lifestyle,Pedro,Staffordshire Bull Terrier,Brindle and White,Dog,3 years 9 months.,Male,Adoption,01/02/2019,01/09/2019,Adult,1,9,2019,January
62059,Incompatible with owner lifestyle,Pedro,Staffordshire Bull Terrier,Brindle and White,Dog,3 years 9 months.,Male,Reclaimed,01/02/2019,05/01/2019,Adult,5,1,2019,May
62059,Incompatible with owner lifestyle,Pedro,Staffordshire Bull Terrier,Brindle and White,Dog,3 years 9 months.,Male,Adoption,01/02/2019,05/10/2019,Adult,5,10,2019,May
62060,Stray,Conrad,Saint Bernard,"Brown, Black and White",Dog,4 years 5 months.,Male,Adoption,01/03/2019,01/09/2019,Adult,1,9,2019,January
62061,Stray,Major Payne,Domestic Short Hair,"Brown, Black and White",Cat,3 years 1 month.,Male,Adoption,01/03/2019,02/01/2019,Adult,2,1,2019,February
62063,Stray,Sammy,Labrador Retriever/Collie,Cream,Dog,7 years 8 months.,Female,Reclaimed,01/04/2019,01/05/2019,Mature,1,5,2019,January
62063,Stray,Sammy,Labrador Retriever/Collie,Cream,Dog,7 years 8 months.,Female,Reclaimed,01/04/2019,03/04/2020,Mature,3,4,2020,March
62063,Stray,Sammy,Labrador Retriever/Collie,Cream,Dog,7 years 8 months.,Female,Reclaimed,01/04/2019,03/12/2020,Mature,3,12,2020,March
62064,Stray,Coco,Bully Breed Mix/Labrador Retriever,Black,Dog,2 years 2 months.,Female,Reclaimed,01/04/2019,01/04/2019,Adult,1,4,2019,January
62065,Owner Deceased,Roxi,Domestic Short Hair,Calico,Cat,10 years 2 months.,Female,Foster,01/04/2019,01/18/2019,Mature,1,18,2019,January
62065,Owner Deceased,Roxi,Domestic Short Hair,Calico,Cat,10 years 2 months.,Female,Adoption,01/04/2019,03/15/2019,Mature,3,15,2019,March
62066,Stray,Mew Two,Domestic Short Hair,Black and grey,Cat,2 years 5 months.,Male,Adoption,01/04/2019,01/18/2019,Adult,1,18,2019,January
62066,Stray,Mew Two,Domestic Short Hair,Black and grey,Cat,2 years 5 months.,Male,Foster,01/04/2019,02/02/2019,Adult,2,2,2019,February
62066,Stray,Mew Two,Domestic Short Hair,Black and grey,Cat,2 years 5 months.,Male,Adoption,01/04/2019,05/03/2019,Adult,5,3,2019,May
62068,Stray,Biscuit,Domestic Short Hair,Brown and Black,Cat,1 year 9 months.,Female,Adoption,01/04/2019,01/15/2019,Adolescent,1,15,2019,January
62069,Abandoned,Sahara,Domestic Short Hair,Calico,Cat,2 years 1 month.,Female,Adoption,01/04/2019,01/18/2019,Adult,1,18,2019,January
62070,Abandoned,Himalaya,Domestic Medium Hair,Dilute calico,Cat,2 years 1 month.,Female,Adoption,01/04/2019,01/18/2019,Adult,1,18,2019,January
62071,Stray,Fizz,Domestic Short Hair,"Brown, Black and White",Cat,2 years 11 months.,Female,Foster,01/04/2019,01/17/2019,Adult,1,17,2019,January
62071,Stray,Fizz,Domestic Short Hair,"Brown, Black and White",Cat,2 years 11 months.,Female,Adoption,01/04/2019,04/25/2019,Adult,4,25,2019,April
62072,Owner Deceased,Juanita,Chihuahua,Brown and White,Dog,6 years 6 months.,Female,Reclaimed,01/04/2019,01/07/2019,Adult,1,7,2019,January
62073,Owner Deceased,Sophia,"Maltese/Poodle, Toy",Tan and White,Dog,6 years 6 months.,Female,Reclaimed,01/04/2019,01/07/2019,Adult,1,7,2019,January
62074,Stray,Meika,Domestic Short Hair,Black,Cat,6 years 6 months.,Female,Adoption,01/04/2019,02/01/2019,Adult,2,1,2019,February
62075,Stray,The Most Beautiful Girl In The World,Domestic Long Hair,Calico,Cat,1 year 7 months.,Female,Foster,01/04/2019,01/11/2019,Adolescent,1,11,2019,January
62075,Stray,The Most Beautiful Girl In The World,Domestic Long Hair,Calico,Cat,1 year 7 months.,Female,Foster,01/04/2019,02/06/2019,Adolescent,2,6,2019,February
62075,Stray,The Most Beautiful Girl In The World,Domestic Long Hair,Calico,Cat,1 year 7 months.,Female,Adoption,01/04/2019,02/11/2019,Adolescent,2,11,2019,February
62076,Stray,Angel,German Shepherd Dog,Black and Tan,Dog,3 years 6 months.,Female,Reclaimed,01/05/2019,01/05/2019,Adult,1,5,2019,January
62079,Stray,JJ,Domestic Short Hair,White and Grey,Cat,16 years 8 months.,Male,Reclaimed,01/05/2019,01/05/2019,Geriatric,1,5,2019,January
62080,Incompatible with owner lifestyle,Marshall,Hound,Tricolour,Dog,5 years 10 months.,Male,Adoption,01/05/2019,01/19/2019,Adult,1,19,2019,January
62080,Incompatible with owner lifestyle,Marshall,Hound,Tricolour,Dog,5 years 10 months.,Male,Adoption,01/05/2019,01/31/2019,Adult,1,31,2019,January
62081,Stray,Bo,Bully Breed Mix,Tan,Dog,8 years 5 months.,Male,Adoption,01/05/2019,02/04/2019,Mature,2,4,2019,February
62081,Stray,Bo,Bully Breed Mix,Tan,Dog,8 years 5 months.,Male,Foster,01/05/2019,05/16/2019,Mature,5,16,2019,May
62081,Stray,Bo,Bully Breed Mix,Tan,Dog,8 years 5 months.,Male,Adoption,01/05/2019,06/30/2019,Mature,6,30,2019,June
62081,Stray,Bo,Bully Breed Mix,Tan,Dog,8 years 5 months.,Male,Reclaimed,01/05/2019,06/04/2021,Mature,6,4,2021,June
