speciesname,intakeMonth,intakeMonthR,id,movementMonth,DogAgeGroup,intakeYear,movementDate1R,intakereason,movementYear,movementtype,sexname,CatAgeGroup
Cat,12,February,68766,1,Adolescent,2020,January,Litter relinquishment,2021,0,Female,Adolescent
Dog,12,February,68767,1,Adolescent,2020,January,Landlord issues,2021,1,Male,Adolescent
Cat,1,January,68771,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68773,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68774,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68775,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68776,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68777,1,Senior,2021,January,Owner Deceased,2021,0,Male,Mature
Dog,1,January,68781,1,Adult,2021,January,Stray,2021,0,Male,Adult
Dog,1,January,68781,1,Adult,2021,February,Stray,2021,0,Male,Adult
Dog,1,January,68781,2,Adult,2021,January,Stray,2021,0,Male,Adult
Dog,1,January,68781,2,Adult,2021,February,Stray,2021,0,Male,Adult
Cat,1,January,68782,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68787,1,Adolescent,2021,January,Moving,2021,0,Female,Adolescent
Cat,1,January,68790,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68790,1,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68790,2,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68790,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68790,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Cat,1,January,68791,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68791,1,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68791,2,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68791,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68791,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Cat,1,January,68792,1,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Cat,1,January,68792,1,Adolescent,2021,February,Stray,2021,1,Male,Adolescent
Cat,1,January,68792,2,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Cat,1,January,68792,2,Adolescent,2021,February,Stray,2021,1,Male,Adolescent
Cat,1,January,68792,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Cat,1,January,68793,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68793,1,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68793,2,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68793,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,1,January,68793,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Cat,1,January,68795,1,Adolescent,2021,January,Moving,2021,0,Male,Adolescent
Dog,1,January,68797,1,Adult,2021,January,Police Assist,2021,0,Female,Adult
Dog,1,January,68799,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Dog,1,January,68801,1,Senior,2021,January,Stray,2021,1,Male,Mature
Dog,1,January,68802,1,Mature,2021,January,Stray,2021,1,Female,Mature
Cat,1,January,68804,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68805,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Dog,1,January,68807,1,Senior,2021,January,Stray,2021,1,Male,Mature
Cat,1,January,68809,1,Mature,2021,January,Police Assist,2021,1,Female,Mature
Cat,1,January,68810,1,Geriatric,2021,January,Police Assist,2021,1,Female,Senior
Dog,1,January,68811,1,Adolescent,2021,January,Transfer from Other Shelter,2021,0,Male,Adolescent
Dog,1,January,68812,1,Adolescent,2021,January,Transfer from Other Shelter,2021,0,Female,Adolescent
Cat,1,January,68813,3,Geriatric,2021,March,Incompatible with owner lifestyle,2021,0,Female,Senior
Dog,1,January,68814,1,Adult,2021,January,Incompatible with owner lifestyle,2021,0,Female,Adult
Cat,1,January,68815,1,Adult,2021,January,Stray,2021,0,Male,Adult
Cat,1,January,68817,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68817,3,Adolescent,2021,March,Stray,2021,0,Female,Adolescent
Dog,1,January,68819,2,Adolescent,2021,February,Biting,2021,0,Female,Adolescent
Cat,1,January,68820,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68821,2,Senior,2021,February,Owner Deceased,2021,0,Male,Senior
Cat,1,January,68822,2,Senior,2021,February,Owner Deceased,2021,0,Male,Senior
Cat,1,January,68825,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68826,1,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Cat,1,January,68826,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Cat,1,January,68827,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68828,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68830,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Cat,1,January,68830,3,Adolescent,2021,March,Stray,2021,0,Female,Adolescent
Dog,1,January,68831,1,Mature,2021,January,Stray,2021,0,Female,Mature
Cat,1,January,68833,1,Adult,2021,January,Stray,2021,1,Male,Adult
Cat,1,January,68834,1,Adolescent,2021,January,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68834,1,Adolescent,2021,February,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68834,2,Adolescent,2021,January,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68834,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68834,5,Adolescent,2021,May,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Cat,1,January,68836,1,Adult,2021,January,Unsuitable Accommodation,2021,1,Male,Adult
Cat,1,January,68836,2,Adult,2021,February,Unsuitable Accommodation,2021,0,Male,Adult
Cat,1,January,68837,1,Adult,2021,January,Allergies,2021,0,Male,Adult
Dog,1,January,68838,1,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Cat,1,January,68839,1,Adult,2021,January,Sick/Injured,2021,0,Male,Adult
Cat,1,January,68840,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Cat,1,January,68841,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68842,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68846,2,Mature,2021,February,Stray,2021,1,Male,Mature
Cat,1,January,68846,4,Mature,2021,April,Stray,2021,0,Male,Mature
Cat,1,January,68846,4,Mature,2021,December,Stray,2021,0,Male,Mature
Cat,1,January,68846,12,Mature,2021,April,Stray,2021,0,Male,Mature
Cat,1,January,68846,12,Mature,2021,December,Stray,2021,0,Male,Mature
Dog,1,January,68848,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68853,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68854,1,Mature,2021,January,Stray,2021,1,Female,Mature
Cat,1,January,68855,1,Mature,2021,January,Stray,2021,0,Male,Adult
Cat,1,January,68858,1,Adult,2021,January,Stray,2021,0,Male,Adult
Dog,1,January,68859,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68864,1,Adult,2021,January,Moving,2021,0,Female,Adult
Dog,1,January,68865,1,Adult,2021,January,Moving,2021,0,Female,Adult
Cat,1,January,68867,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68868,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Cat,1,January,68869,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68870,1,Adolescent,2021,January,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68872,1,Geriatric,2021,January,Police Assist,2021,1,Female,Senior
Cat,1,January,68874,2,Mature,2021,February,Allergies,2021,0,Male,Mature
Cat,1,January,68875,1,Mature,2021,January,Stray,2021,1,Female,Adult
Dog,1,January,68876,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68876,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Cat,1,January,68878,2,Adult,2021,February,Moving,2021,0,Female,Adult
Cat,1,January,68879,2,Adult,2021,February,Moving,2021,0,Female,Adult
Cat,1,January,68880,1,Adult,2021,January,Stray,2021,0,Male,Adult
Cat,1,January,68881,1,Adult,2021,January,Stray,2021,1,Female,Adult
Cat,1,January,68881,1,Adult,2021,March,Stray,2021,1,Female,Adult
Cat,1,January,68881,3,Adult,2021,January,Stray,2021,1,Female,Adult
Cat,1,January,68881,3,Adult,2021,March,Stray,2021,1,Female,Adult
Cat,1,January,68881,3,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,1,January,68882,1,Mature,2021,January,Police Assist,2021,1,Male,Adult
Cat,1,January,68885,1,Adolescent,2021,January,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68885,1,Adolescent,2021,February,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68885,2,Adolescent,2021,January,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68885,2,Adolescent,2021,February,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68885,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68886,1,Adolescent,2021,January,Litter relinquishment,2021,1,Male,Adolescent
Cat,1,January,68886,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Cat,1,January,68887,1,Adolescent,2021,January,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68887,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68888,1,Adolescent,2021,January,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68888,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68889,1,Adolescent,2021,January,Litter relinquishment,2021,1,Female,Adolescent
Cat,1,January,68889,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Cat,1,January,68890,1,Adolescent,2021,January,Litter relinquishment,2021,1,Male,Adolescent
Cat,1,January,68890,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Cat,1,January,68891,2,Adolescent,2021,February,Stray,2021,1,Male,Adolescent
Cat,1,January,68891,5,Adolescent,2021,May,Stray,2021,0,Male,Adolescent
Dog,1,January,68892,1,Senior,2021,January,Stray,2021,1,Male,Mature
Dog,1,January,68892,3,Senior,2021,March,Stray,2021,0,Male,Mature
Cat,1,January,68893,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Cat,1,January,68894,1,Mature,2021,January,Stray,2021,1,Female,Adult
Dog,1,January,68896,1,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,1,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,1,Mature,2021,March,Stray,2021,1,Female,Mature
Dog,1,January,68896,1,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,1,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,1,Mature,2021,March,Stray,2021,1,Female,Mature
Dog,1,January,68896,3,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,3,Mature,2021,January,Stray,2021,1,Female,Mature
Dog,1,January,68896,3,Mature,2021,March,Stray,2021,1,Female,Mature
Dog,1,January,68896,3,Mature,2021,March,Stray,2021,0,Female,Mature
Dog,1,January,68897,1,Adolescent,2021,January,Stray,2021,0,Male,Adolescent
Cat,1,January,68898,1,Adult,2021,January,Stray,2021,0,Female,Adult
Cat,1,January,68899,1,Adolescent,2021,January,TNR - Trap/Neuter/Release,2021,1,Male,Adolescent
Cat,1,January,68901,2,Mature,2021,February,Unable to Afford,2021,0,Male,Mature
Cat,1,January,68901,2,Mature,2021,April,Unable to Afford,2021,0,Male,Mature
Cat,1,January,68901,4,Mature,2021,February,Unable to Afford,2021,0,Male,Mature
Cat,1,January,68901,4,Mature,2021,April,Unable to Afford,2021,0,Male,Mature
Dog,1,January,68902,1,Adolescent,2021,January,Sick/Injured,2021,1,Female,Adolescent
Dog,1,January,68903,1,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Cat,1,January,68904,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Dog,1,January,68905,1,Adult,2021,January,Marriage/Relationship split,2021,0,Female,Adult
Dog,1,January,68905,1,Adult,2021,March,Marriage/Relationship split,2021,0,Female,Adult
Dog,1,January,68905,3,Adult,2021,January,Marriage/Relationship split,2021,0,Female,Adult
Dog,1,January,68905,3,Adult,2021,March,Marriage/Relationship split,2021,0,Female,Adult
Dog,1,January,68906,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,1,January,68906,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,1,January,68906,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,1,January,68906,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,1,January,68907,1,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,1,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,1,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,January,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68907,2,Adolescent,2021,February,Stray,2021,0,Female,Adolescent
Dog,1,January,68909,1,Adult,2021,January,Incompatible with owner lifestyle,2021,0,Female,Adult
Cat,1,January,68910,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Cat,1,January,68911,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68912,1,Mature,2021,January,Stray,2021,1,Male,Adult
Dog,1,January,68913,3,Mature,2021,March,Biting,2021,0,Female,Adult
Cat,1,January,68916,2,Senior,2021,February,Incompatible with owner lifestyle,2021,0,Male,Mature
Dog,1,January,68917,2,Mature,2021,February,Incompatible with other pets,2021,0,Female,Mature
Cat,1,January,68921,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68921,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Cat,1,January,68922,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,1,Female,Adolescent
Cat,1,January,68922,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,1,January,68923,1,Mature,2021,January,Stray,2021,1,Female,Mature
Cat,1,January,68924,2,Senior,2021,February,Stray,2021,1,Male,Mature
Cat,1,January,68924,3,Senior,2021,March,Stray,2021,0,Male,Mature
Dog,1,January,68925,2,Geriatric,2021,February,Stray,2021,1,Female,Senior
Dog,1,January,68925,2,Geriatric,2021,March,Stray,2021,1,Female,Senior
Dog,1,January,68925,3,Geriatric,2021,February,Stray,2021,1,Female,Senior
Dog,1,January,68925,3,Geriatric,2021,March,Stray,2021,1,Female,Senior
Dog,1,January,68925,3,Geriatric,2021,March,Stray,2021,0,Female,Senior
Dog,1,January,68929,1,Adolescent,2021,January,Stray,2021,1,Male,Adolescent
Dog,1,January,68930,1,Adolescent,2021,January,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68930,1,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68930,2,Adolescent,2021,January,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68930,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68931,1,Adolescent,2021,January,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Dog,1,January,68932,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Male,Adolescent
Cat,1,January,68933,1,Geriatric,2021,January,Owner Deceased,2021,1,Female,Geriatric
Cat,1,January,68933,2,Geriatric,2021,February,Owner Deceased,2021,0,Female,Geriatric
Cat,1,January,68934,1,Adult,2021,January,Stray,2021,1,Male,Adult
Cat,1,January,68935,1,Adolescent,2021,January,Moving,2021,1,Male,Adolescent
Cat,1,January,68936,1,Adolescent,2021,January,Moving,2021,1,Female,Adolescent
Dog,1,January,68939,1,Geriatric,2021,January,Stray,2021,1,Male,Senior
Dog,1,January,68940,1,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,1,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,1,Adolescent,2021,September,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,2,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,2,Adolescent,2021,September,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,9,Adolescent,2021,January,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,9,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Dog,1,January,68940,9,Adolescent,2021,September,Stray,2021,1,Female,Adolescent
Dog,1,January,68941,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68941,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68941,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68941,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68942,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Dog,1,January,68943,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68944,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Dog,1,January,68945,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68946,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,1,January,68947,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Dog,1,January,68948,2,Adolescent,2021,February,Allergies,2021,1,Female,Adolescent
Dog,1,January,68949,1,Geriatric,2021,January,Stray,2021,1,Female,Senior
Cat,1,January,68950,2,Adolescent,2021,February,Transfer from Other Shelter,2021,0,Female,Adolescent
Dog,1,January,68953,1,Senior,2021,January,Incompatible with owner lifestyle,2021,0,Male,Mature
Dog,1,January,68954,2,Adolescent,2021,February,Unsuitable Accommodation,2021,1,Female,Adolescent
Dog,1,January,68954,2,Adolescent,2021,February,Unsuitable Accommodation,2021,1,Female,Adolescent
Dog,1,January,68954,2,Adolescent,2021,February,Unsuitable Accommodation,2021,1,Female,Adolescent
Dog,1,January,68954,2,Adolescent,2021,February,Unsuitable Accommodation,2021,1,Female,Adolescent
Dog,1,January,68954,2,Adolescent,2021,February,Unsuitable Accommodation,2021,0,Female,Adolescent
Cat,1,January,68955,2,Adult,2021,February,Stray,2021,0,Female,Adult
Cat,2,February,68959,2,Geriatric,2021,February,Owner requested Euthanasia,2021,1,Female,Geriatric
Cat,2,February,68959,7,Geriatric,2021,July,Owner requested Euthanasia,2021,0,Female,Geriatric
Dog,2,February,68960,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,68961,2,Adult,2021,February,Landlord issues,2021,0,Male,Adult
Dog,2,February,68963,2,Adult,2021,February,Stray,2021,0,Male,Adult
Dog,2,February,68965,2,Adolescent,2021,February,Unsuitable Accommodation,2021,1,Male,Adolescent
Dog,2,February,68965,3,Adolescent,2021,March,Unsuitable Accommodation,2021,0,Male,Adolescent
Cat,2,February,68966,2,Adolescent,2021,February,Unsuitable Accommodation,2021,0,Female,Adolescent
Dog,2,February,68970,2,Adolescent,2021,February,Police Assist,2021,1,Female,Adolescent
Dog,2,February,68971,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,68971,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,68971,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,68971,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,68972,2,Adult,2021,February,Stray,2021,1,Male,Adult
Dog,2,February,68972,2,Adult,2021,April,Stray,2021,1,Male,Adult
Dog,2,February,68972,4,Adult,2021,February,Stray,2021,1,Male,Adult
Dog,2,February,68972,4,Adult,2021,April,Stray,2021,1,Male,Adult
Dog,2,February,68972,7,Adult,2021,July,Stray,2021,0,Male,Adult
Dog,2,February,68973,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Cat,2,February,68974,3,Adult,2021,March,Stray,2021,0,Male,Adult
Cat,2,February,68975,2,Geriatric,2021,February,Police Assist,2021,1,Male,Geriatric
Cat,2,February,68978,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,2,February,68978,4,Adolescent,2021,April,Stray,2021,0,Female,Adolescent
Dog,2,February,68979,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,2,February,68980,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Dog,2,February,68981,2,Adolescent,2021,February,Litter relinquishment,2021,0,Male,Adolescent
Dog,2,February,68982,2,Adolescent,2021,February,Litter relinquishment,2021,0,Female,Adolescent
Dog,2,February,68983,2,Adult,2021,February,Stray,2021,1,Male,Adult
Dog,2,February,68984,2,Adult,2021,February,Stray,2021,1,Male,Adult
Cat,2,February,68986,2,Adult,2021,February,Stray,2021,0,Male,Adult
Dog,2,February,68987,2,Adult,2021,February,Stray,2021,0,Female,Adult
Dog,2,February,68987,3,Adult,2021,March,Stray,2021,1,Female,Adult
Dog,2,February,68989,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,2,February,68990,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Dog,2,February,68991,2,Adolescent,2021,February,Stray,2021,1,Male,Adolescent
Dog,2,February,68992,3,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,68992,3,Adult,2021,April,Stray,2021,0,Female,Adult
Dog,2,February,68992,3,Adult,2021,May,Stray,2021,0,Female,Adult
Dog,2,February,68992,4,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,68992,4,Adult,2021,April,Stray,2021,0,Female,Adult
Dog,2,February,68992,4,Adult,2021,May,Stray,2021,0,Female,Adult
Dog,2,February,68992,5,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,68992,5,Adult,2021,April,Stray,2021,0,Female,Adult
Dog,2,February,68992,5,Adult,2021,May,Stray,2021,0,Female,Adult
Dog,2,February,68994,3,Mature,2021,March,Incompatible with owner lifestyle,2021,0,Female,Mature
Dog,2,February,68994,3,Mature,2021,September,Incompatible with owner lifestyle,2021,0,Female,Mature
Dog,2,February,68994,9,Mature,2021,March,Incompatible with owner lifestyle,2021,0,Female,Mature
Dog,2,February,68994,9,Mature,2021,September,Incompatible with owner lifestyle,2021,0,Female,Mature
Dog,2,February,68996,2,Adult,2021,February,Transfer from Other Shelter,2021,0,Male,Adult
Dog,2,February,68997,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Dog,2,February,68997,3,Adolescent,2021,March,Stray,2021,0,Female,Adolescent
Cat,2,February,68998,2,Geriatric,2021,February,Landlord issues,2021,0,Female,Senior
Cat,2,February,68999,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,2,February,69000,3,Adult,2021,March,Stray,2021,0,Male,Adult
Dog,2,February,69000,3,Adult,2021,April,Stray,2021,0,Male,Adult
Dog,2,February,69000,4,Adult,2021,March,Stray,2021,0,Male,Adult
Dog,2,February,69000,4,Adult,2021,April,Stray,2021,0,Male,Adult
Dog,2,February,69002,2,Senior,2021,February,Stray,2021,0,Male,Mature
Dog,2,February,69002,2,Senior,2021,April,Stray,2021,0,Male,Mature
Dog,2,February,69002,4,Senior,2021,February,Stray,2021,0,Male,Mature
Dog,2,February,69002,4,Senior,2021,April,Stray,2021,0,Male,Mature
Dog,2,February,69005,2,Geriatric,2021,February,Stray,2021,1,Female,Senior
Dog,2,February,69006,2,Adult,2021,February,Abandoned,2021,1,Male,Adult
Cat,2,February,69009,3,Adolescent,2021,March,Stray,2021,1,Male,Adolescent
Cat,2,February,69009,3,Adolescent,2021,March,Stray,2021,1,Male,Adolescent
Cat,2,February,69009,8,Adolescent,2021,August,Stray,2021,0,Male,Adolescent
Dog,2,February,69010,3,Adult,2021,March,Stray,2021,0,Female,Adult
Cat,2,February,69011,2,Adolescent,2021,February,Stray,2021,0,Male,Adolescent
Dog,2,February,69014,3,Adolescent,2021,March,Stray,2021,0,Female,Adolescent
Cat,2,February,69015,2,Adult,2021,February,Stray,2021,0,Male,Adult
Cat,2,February,69016,2,Mature,2021,February,Owner requested Euthanasia,2021,1,Female,Mature
Cat,2,February,69016,4,Mature,2021,April,Owner requested Euthanasia,2021,0,Female,Mature
Cat,2,February,69017,2,Geriatric,2021,February,Incompatible with owner lifestyle,2021,0,Female,Senior
Dog,2,February,69019,3,Adolescent,2021,March,Police Assist,2021,0,Male,Adolescent
Cat,2,February,69020,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,2,February,69020,4,Adolescent,2021,April,Stray,2021,0,Female,Adolescent
Cat,2,February,69021,2,Adolescent,2021,February,Stray,2021,1,Female,Adolescent
Cat,2,February,69021,4,Adolescent,2021,April,Stray,2021,0,Female,Adolescent
Dog,2,February,69024,3,Adult,2021,March,Rabies Monitoring,2021,1,Male,Adult
Cat,2,February,69025,3,Adolescent,2021,March,Stray,2021,0,Male,Adolescent
Cat,2,February,69026,3,Adolescent,2021,March,Stray,2021,0,Male,Adolescent
Dog,2,February,69027,2,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,69027,2,Adolescent,2021,March,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,69027,3,Adolescent,2021,February,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,69027,3,Adolescent,2021,March,Incompatible with owner lifestyle,2021,0,Female,Adolescent
Dog,2,February,69028,2,Adolescent,2021,February,Unable to Afford,2021,0,Male,Adolescent
Dog,2,February,69028,2,Adolescent,2021,March,Unable to Afford,2021,0,Male,Adolescent
Dog,2,February,69028,3,Adolescent,2021,February,Unable to Afford,2021,0,Male,Adolescent
Dog,2,February,69028,3,Adolescent,2021,March,Unable to Afford,2021,0,Male,Adolescent
Cat,2,February,69029,2,Senior,2021,February,Stray,2021,1,Male,Senior
Cat,2,February,69030,2,Mature,2021,February,Stray,2021,0,Female,Mature
Dog,2,February,69035,3,Adult,2021,March,Incompatible with owner lifestyle,2021,0,Female,Adult
Cat,2,February,69036,3,Adult,2021,March,Stray,2021,0,Male,Adult
Dog,2,February,69039,3,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,69039,3,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,69039,3,Adult,2021,March,Stray,2021,0,Female,Adult
Dog,2,February,69039,3,Adult,2021,March,Stray,2021,0,Female,Adult
